﻿﻿TradeDate;Last;
2015-03-31 00:00:00;88.0000;
2015-03-31 00:00:00;13.0000;
2015-03-31 00:00:00;111.0000;
2015-03-31 00:00:00;.3400;
2015-03-31 00:00:00;31.1000;
2015-03-31 00:00:00;48.8000;
2015-03-31 00:00:00;17.1000;
2015-03-31 00:00:00;7.2400;
2015-03-31 00:00:00;7.8000;
2015-03-31 00:00:00;56.2500;
2015-03-31 00:00:00;41.9700;
2015-03-31 00:00:00;36.0000;
2015-03-31 00:00:00;73.0000;
2015-03-31 00:00:00;83.7500;
2015-03-31 00:00:00;47.5000;
2015-03-31 00:00:00;11.5000;
2015-03-31 00:00:00;37.7000;
2015-03-31 00:00:00;5.3000;
2015-03-31 00:00:00;3.5100;
2015-03-31 00:00:00;35.2800;
2015-03-31 00:00:00;7.0700;
2015-03-31 00:00:00;1.7800;
2015-03-31 00:00:00;81.6000;
2015-03-31 00:00:00;3.5500;
2015-03-31 00:00:00;63.8500;
2015-03-31 00:00:00;5.9000;
2015-03-31 00:00:00;30.0100;
2015-03-31 00:00:00;13.9100;
2015-03-31 00:00:00;29.0000;
2015-03-31 00:00:00;25.0000;
2015-03-31 00:00:00;.7000;
2015-03-31 00:00:00;.4800;
2015-03-31 00:00:00;.4300;
2015-03-31 00:00:00;.0300;
2015-03-31 00:00:00;.0500;
2015-03-31 00:00:00;.4000;
2015-03-31 00:00:00;.2200;
2015-03-31 00:00:00;.6000;
